,GeneA,GeneB,IdMethodA,IdMethodB,Negative,PubMedId,UTCDate
2326,STK4,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2327,STK4,MOB4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2328,STK3,MOB4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2329,STK3,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2330,LRRK2,MATK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24510904,1392786000.0
2331,LRRK2,NEK1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24510904,1392786000.0
2332,LRRK2,PAK6,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24510904,1392786000.0
2333,LRRK2,CAMK1D,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24510904,1392786000.0
2334,LRRK2,STK40,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24510904,1392786000.0
2335,LRRK2,PLK1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24510904,1392786000.0
2336,GAK,LRRK2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24510904,1392786000.0
2337,GAK,LRRK2,western blot,western blot,False,24510904,1392786000.0
2338,LRRK2,GAK,western blot,western blot,False,24510904,1392786000.0
2339,GAK,LRRK2,western blot,western blot,False,24510904,1392786000.0
2340,GAK,LRRK2,western blot,western blot,False,24510904,1392786000.0
2341,LRRK2,GAK,anti-tag immunocytochemistry,anti-tag immunocytochemistry,False,24510904,1392786000.0
2342,GAK,LRRK2,anti tag western blot,anti tag western blot,False,24510904,1392786000.0
2343,GAK,LRRK2,anti tag western blot,anti tag western blot,False,24510904,1392786000.0
2344,GAK,LRRK2,immunocytochemistry,immunocytochemistry,False,24510904,1392786000.0
2345,CDK5,CDK5R1,western blot,western blot,False,23979715,1378180800.0
2346,SKP1,SKP2,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,23911321,1375675200.0
2347,SKP2,SKP1,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,23911321,1375675200.0
2348,SKP1,SKP2,western blot,western blot,False,23911321,1375675200.0
2349,SKP1,SKP2,western blot,western blot,False,23911321,1375675200.0
2350,SKP2,SKP1,molecular weight estimation by coomasie staining,molecular weight estimation by coomasie staining,False,23911321,1375675200.0
2351,MOB1B,STK4,anti tag western blot,anti tag western blot,False,24255178,1385096400.0
2352,MOB1A,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2353,MOB1A,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2354,MOB1A,LATS2,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2355,MOB1A,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2356,MOB1B,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2357,MOB1B,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2358,MOB1B,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2359,STK4,THAP12,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2360,STK4,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2361,STK4,AURKB,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2362,STK4,MOB1A,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2363,STK3,MOB1A,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2364,STK3,AURKB,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2365,STK3,THAP12,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2366,STK3,PLK1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2367,STK3,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2368,FLT3,SYK,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,24525236,1392354000.0
2369,FLT3,SYK,sequence tag identification,sequence tag identification,False,24525236,1392354000.0
2370,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
2371,SYK,FLT3,anti tag western blot,anti tag western blot,False,24525236,1392354000.0
2372,SYK,FLT3,anti tag western blot,anti tag western blot,False,24525236,1392354000.0
2373,SYK,FLT3,anti tag western blot,anti tag western blot,False,24525236,1392354000.0
2374,SYK,FLT3,anti tag western blot,anti tag western blot,False,24525236,1392354000.0
2375,SYK,FLT3,anti tag western blot,anti tag western blot,False,24525236,1392354000.0
2376,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
2377,PRKCI,PRKCZ,western blot,western blot,False,24375676,1391749200.0
2378,PRKACA,LRRK2,western blot,western blot,False,24351927,1389157200.0
2379,PRKACA,LRRK2,Identification by mass spectrometry,Identification by mass spectrometry,False,24351927,1389157200.0
2380,PRKACA,LRRK2,Identification by mass spectrometry,Identification by mass spectrometry,False,24351927,1389157200.0
2381,PRKACA,LRRK2,Identification by mass spectrometry,Identification by mass spectrometry,False,24351927,1389157200.0
2382,PRKACA,LRRK2,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,24351927,1389157200.0
2383,PDGFRA,PDGFRB,identification by antibody,identification by antibody,False,11331882,988776000.0
2384,PRKDC,MAPKAP1,western blot,western blot,False,24365180,1392181200.0
2385,PRKDC,MTOR,western blot,western blot,False,24365180,1392181200.0
2386,MAPKAP1,PRKDC,western blot,western blot,False,24365180,1392181200.0
2387,MTOR,MAPKAP1,western blot,western blot,False,24365180,1392181200.0
2388,MTOR,PRKDC,western blot,western blot,False,24365180,1392181200.0
2389,KDR,KDR,predetermined participant,predetermined participant,False,20660291,1288929600.0
2390,PRKACA,LRRK2,western blot,western blot,False,24464040,1393390800.0
2391,MOB1B,STK38L,sequence tag identification,sequence tag identification,False,24366813,1387861200.0
2392,MOB1B,MOB1A,sequence tag identification,sequence tag identification,False,24366813,1387861200.0
2393,MOB1B,LATS1,sequence tag identification,sequence tag identification,False,24366813,1387861200.0
2394,STK4,STK3,sequence tag identification,sequence tag identification,False,24366813,1387861200.0
2395,STK3,STK4,sequence tag identification,sequence tag identification,False,24366813,1387861200.0
2396,STK38L,MOB1A,sequence tag identification,sequence tag identification,False,24366813,1387861200.0
2397,STK38L,MOB2,sequence tag identification,sequence tag identification,False,24366813,1387861200.0
2398,STK38L,MOB1B,sequence tag identification,sequence tag identification,False,24366813,1387861200.0
2399,IKBKG,IKBKB,western blot,western blot,False,23104095,1353301200.0
2400,IKBKG,RIPK1,western blot,western blot,False,23104095,1353301200.0
2401,IKBKG,IRAK1,western blot,western blot,False,23104095,1353301200.0
2402,CKS1B,SKP1,predetermined participant,predetermined participant,False,16209941,1128657600.0
2403,CKS1B,SKP2,predetermined participant,predetermined participant,False,16209941,1128657600.0
2404,CDKN1B,CKS1B,predetermined participant,predetermined participant,False,16209941,1128657600.0
2405,CDKN1B,SKP1,predetermined participant,predetermined participant,False,16209941,1128657600.0
2406,CDKN1B,SKP2,predetermined participant,predetermined participant,False,16209941,1128657600.0
2407,CKS1B,SKP1,predetermined participant,predetermined participant,False,16209941,1128657600.0
2408,CKS1B,SKP2,predetermined participant,predetermined participant,False,16209941,1128657600.0
2409,CDKN1B,CKS1B,predetermined participant,predetermined participant,False,16209941,1128657600.0
2410,CDKN1B,SKP1,predetermined participant,predetermined participant,False,16209941,1128657600.0
2411,CDKN1B,SKP2,predetermined participant,predetermined participant,False,16209941,1128657600.0
2412,RAF1,BRAF,western blot,western blot,False,23680146,1368763200.0
2413,BRAF,RAF1,western blot,western blot,False,23680146,1368763200.0
2414,BRAF,RAF1,western blot,western blot,False,23680146,1368763200.0
2415,RAF1,BRAF,western blot,western blot,False,23680146,1368763200.0
2416,CHUK,CDKN1B,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,23602409,1368763200.0
2417,CHUK,CDKN1B,western blot,western blot,False,23602409,1368763200.0
2418,CDKN1B,CHUK,sequence tag identification,sequence tag identification,False,23602409,1368763200.0
2419,CHUK,CDKN1B,molecular weight estimation by staining,molecular weight estimation by staining,False,23602409,1368763200.0
2420,CDKN2C,CDK6,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,8840966,847083600.0
2421,EGFR,EGFR,tag visualisation by fluorescence,tag visualisation by fluorescence,False,23374349,1359954000.0
2422,EGFR,EGFR,predetermined participant,predetermined participant,False,23374349,1359954000.0
2423,CDK8,CDK9,western blot,western blot,False,23746844,1370836800.0
2424,CDK19,CDK9,western blot,western blot,False,23746844,1370836800.0
2425,UHMK1,CDK9,quantitative pcr,quantitative pcr,False,23746844,1370836800.0
2426,MAGI1,CDK9,quantitative pcr,quantitative pcr,False,23746844,1370836800.0
2427,MAGI1,CDK8,quantitative pcr,quantitative pcr,False,23746844,1370836800.0
2428,UHMK1,CDK8,quantitative pcr,quantitative pcr,False,23746844,1370836800.0
2429,EGFR,MET,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2430,PRKACA,GSK3B,polyclonal antibody western blot,monoclonal antibody western blot,False,11035810,975387600.0
2431,PRKACA,GSK3B,polyclonal antibody western blot,monoclonal antibody western blot,False,11035810,975387600.0
2432,PRKACA,GSK3B,polyclonal antibody western blot,monoclonal antibody western blot,False,11035810,975387600.0
2433,PRKACA,GSK3B,polyclonal antibody western blot,monoclonal antibody western blot,False,11035810,975387600.0
2434,TBK1,MAP3K14,anti tag western blot,anti tag western blot,False,23023393,1350619200.0
2435,RB1CC1,ULK1,western blot,western blot,False,23392225,1362373200.0
2436,RB1CC1,ULK1,western blot,western blot,False,23392225,1362373200.0
2437,ULK1,RB1CC1,western blot,western blot,False,23392225,1362373200.0
2438,PIK3CA,PIK3R1,western blot,western blot,False,23643389,1368763200.0
2439,PIK3CA,PIK3CA,western blot,western blot,False,23643389,1368763200.0
2440,PIK3CA,PIK3CA,western blot,western blot,False,23643389,1368763200.0
2441,PIK3CA,PIK3R1,western blot,western blot,False,23643389,1368763200.0
2442,PIK3CA,PIK3R1,western blot,western blot,False,23643389,1368763200.0
2443,PIK3R1,PIK3CA,western blot,western blot,False,23643389,1368763200.0
2444,PIK3CA,PIK3R1,western blot,western blot,False,23643389,1368763200.0
2445,PIK3CA,PIK3R1,western blot,western blot,False,23643389,1368763200.0
2446,PIK3R1,PIK3CA,autoradiography,autoradiography,False,23643389,1368763200.0
2447,PIK3CA,PIK3CA,western blot,western blot,False,23643389,1368763200.0
2448,PIK3CA,PIK3R1,western blot,western blot,False,23643389,1368763200.0
2449,ERBB3,ERBB2,anti tag western blot,anti tag western blot,False,23680147,1368763200.0
2450,ERBB3,ERBB2,identification by antibody,identification by antibody,False,23680147,1368763200.0
2451,SRC,PTK2,identification by antibody,identification by antibody,False,23065768,1352091600.0
2452,SRC,PIK3R1,western blot,western blot,False,23065768,1352091600.0
2453,ERBB3,ERBB2,identification by antibody,identification by antibody,False,22806884,1359090000.0
2454,EGFR,EGFR,identification by antibody,identification by antibody,False,22232519,1332129600.0
2455,EGFR,EGFR,identification by antibody,identification by antibody,False,22232519,1332129600.0
2456,MAPK14,MAPK1,western blot,western blot,False,22521293,1350360000.0
2457,MAPK1,MAPK14,western blot,western blot,False,22521293,1350360000.0
2458,MAPK14,MAPK1,identification by antibody,identification by antibody,False,22521293,1350360000.0
2459,EGFR,ERBB2,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2460,ERBB3,PIK3R1,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2461,ERBB3,PIK3CA,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2462,ERBB3,PIK3R3,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2463,ERBB3,PIK3R2,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2464,ERBB3,EGFR,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2465,ERBB3,PIK3CB,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2466,EGFR,ERBB2,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2467,ERBB2,EGFR,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2468,ERBB3,PIK3CA,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2469,ERBB3,PIK3R3,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2470,ERBB3,PIK3R2,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2471,ERBB3,PIK3CB,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
2472,ERBB3,PIK3R1,sequence tag identification,sequence tag identification,False,24189400,1383627600.0
